S140,16944.30692180263
S139,7844.606679118757
S108,3076.6402954558002
S330,2899.324777430917
S308,2838.2209600704323
S047,2153.6936651583715
S335,1764.9674239893088
S338,1679.4095672220508
S340,754.0523255813945
S137,708.0460219862116
S191,692.9491017964069
S138,687.5934475055844
S055,685.3591976364463
S131,620.9469081151659
S117,502.3345377898219
S230,500.0769230769231
S111,471.9849056603774
S371,458.86634349030453
S319,416.17581653926356
S333,400.84172661870474
S387,382.2728160078087
S029,371.7110655737701
S315,363.91363636363633
S168,363.1562696912415
S134,359.33786407766945
S199,317.04421326397926
S388,313.87279843444287
S202,307.85763888888874
S260,276.7962003454216
S272,274.60365853658527
S009,269.3132867132863
S276,248.1123287671235
S364,226.66551842921083
S238,220.6476761619191
S153,209.46749342352462
S058,204.55182072829106
S389,200.3638095238096
S280,192.76009227220285
S118,189.95740149094843
S261,188.69361046959204
S214,187.7882136279927
S040,185.46971569839275
S367,180.42691751085394
S031,175.10272722789358
S222,168.65681444991785
S197,155.10562180579237
S346,144.85228652367462
S376,142.66088117489974
S399,140.46153846153857
S200,100.71929824561428
S258,96.4512987012987
S400,95.04218362282846
S390,91.43579766536975
S378,91.23963133640551
S215,90.99828913601382
S402,87.72233820459273
S287,82.75417661097849
S004,80.5988779803644
S224,77.99999999999996
S176,77.41131105398476
S375,76.31726907630525
S179,73.20285261489698
S248,63.08897485493236
S249,59.000000000000036
S401,51.250000000000064
S166,50.83333333333331
S146,50.625628140703725
S235,50.376623376623435
S112,49.74074074074075
S010,46.18055555555558
S322,45.0645161290323
S147,44.43037974683547
S259,41.68354430379755
S311,35.6236559139786
S079,35.58302583025822
S344,35.52212389380534
S077,35.20300751879699
S019,33.317689530685925
S125,32.906382978723464
S069,26.227882037533444
S142,26.21848739495803
S088,25.383275261324037
S385,25.208494208494244
S393,22.666666666666675
S001,22.6536796536797
S105,19.8361581920904
S054,19.423999999999943
S024,15.451063829787197
S264,14.103448275862076
S190,13.080000000000005
S327,11.358208955223885
S057,11.297520661157016
S303,10.471698113207543
S232,10.115942028985499
S028,9.219178082191773
S045,9.00000000000001
S360,8.464203233256345
S124,8.015873015873014
S233,7.533936651583708
S321,6.999999999999999
S095,6.449541284403652
S298,6.291666666666664
S240,6.0
S256,5.764705882352949
S048,4.67741935483871
S193,4.619047619047617
S386,4.618181818181814
S358,4.586206896551723
S328,4.250000000000003
S141,4.081871345029239
S018,4.008849557522113
S324,3.849557522123893
S216,3.787401574803145
S092,3.6708074534161463
S310,3.519637462235651
S392,3.5088757396449717
S081,3.458333333333336
S172,3.144329896907213
S175,3.0735294117647105
S169,3.0449438202247174
S286,3.033333333333333
S098,3.0300300300300207
S225,2.9999999999999982
S036,2.9199999999999964
S174,2.913043478260866
S188,2.714285714285713
S316,2.6285714285714277
S050,2.5294117647058814
S353,2.389830508474576
S073,2.225806451612903
S120,1.8181818181818177
S180,1.065573770491804
S366,1.0634920634920617
S397,1.0333333333333345
