S374,16015.569641865342
S126,10472.951680084669
S151,8680.296799369624
S160,4272.19777309852
S037,2811.8500376789784
S361,1522.100764127972
S161,1466.0017635270542
S246,1036.656794297053
S086,995.7605774016936
S074,848.117592989766
S380,818.4358208955226
S356,802.3357162247759
S210,801.1759963008985
S297,788.7533237880954
S183,788.3647941778489
S103,581.3184512050569
S290,570.0643000669791
S306,550.3405474220244
S268,548.2221535131796
S186,501.9632210607821
S252,443.28687415426236
S107,442.81086519114706
S339,436.43455497382155
S194,431.2980864075753
S231,408.66476462196835
S343,408.2105263157894
S228,386.2230290456433
S100,374.00272108843524
S136,373.532088681447
S063,341.262711864407
S326,340.661462612983
S284,326.5895858508185
S023,296.06027323868204
S241,268.8358208955223
S234,267.25124515772063
S267,259.15602836879407
S247,238.42500000000038
S212,224.95329949238567
S173,221.14347826086978
S365,195.9228515625
S061,190.04491017964088
S003,188.5531899992995
S034,187.8159437280182
S369,178.3004739336493
S277,177.35523978685688
S355,177.12631578947364
S084,173.00363636363636
S223,164.2131147540985
S382,164.19672131147544
S334,163.5632911392405
S314,151.57012987013022
S039,150.28253968254018
S279,141.88028169014095
S094,133.78189300411543
S059,122.38790931989924
S080,121.64194915254245
S192,117.56521739130459
S244,110.61366978413035
S164,96.92307692307713
S220,92.83627608346704
S262,90.37947494033412
S006,86.78354978354987
S162,85.41212121212088
S129,84.29592684954295
S391,84.00444444444466
S218,83.71777476255079
S294,78.93703033294935
S239,78.35496183206091
S325,74.57684630738531
S313,68.85279685966628
S331,66.36363636363625
S090,63.70204081632654
S398,50.00502512562824
S245,48.77777777777813
S320,41.05970149253721
S207,39.57194244604305
S379,31.82191780821919
S068,29.076388888888854
S359,28.578378378378368
S041,28.527093596059125
S257,27.733333333333356
S070,27.688172043010777
S271,26.202492211838003
S135,22.629629629629626
S368,18.53488372093021
S177,18.531034482758717
S182,17.773869346733665
S345,17.01960784313727
S357,13.796116504854368
S383,13.013888888888891
S263,12.406779661016925
S384,11.03738317757009
S342,7.397727272727273
S060,6.752808988764047
S085,6.099999999999992
S020,6.038251366120231
S110,5.641509433962258
S347,5.1308411214953145
S253,4.775280898876402
S149,4.6487804878048795
S008,4.361702127659568
S301,4.333333333333333
S011,3.9761904761904745
S113,3.8938906752411624
S025,3.1877022653721636
S133,3.163934426229508
S013,2.909090909090911
S171,2.8199999999999985
S032,2.4639175257731947
S377,2.458823529411763
S206,2.3043478260869565
S033,2.2857142857142856
S270,2.2527472527472514
S349,2.0416666666666656
S044,1.8888888888888884
S076,1.782608695652177
S236,1.5625
S305,1.4800000000000004
S362,1.324999999999999
S213,1.256684491978612
S067,1.1648351648351625
S351,1.0000000000000004
