S229,A,210.97975027675054
S282,A,103.59534242314652
S275,A,102.74492028091122
S329,A,101.09115759347155
S352,A,59.125789956844685
S143,A,52.596930583355366
S395,A,29.757062616599914
S348,A,21.077257183508806
S201,A,19.864999468678107
S307,A,15.70741057301188
S114,A,8.199729768309224
S273,A,6.964769146905636
S292,A,6.114237780416064
S291,A,6.00606405575329
S208,A,5.489916072487284
S189,A,5.196774034935071
S078,A,5.132542202092118
S005,A,4.457710430658455
S007,A,4.434236951126413
S154,A,4.375248726689769
S266,A,4.1167562406127844
S123,A,3.921126419453875
S150,A,1.0765718301564902
S332,A,0.24181939832841412
S115,A,0.23167055491186808
S221,A,0.22469548781092666
S152,A,0.22001619659265256
S066,A,0.2151159257964902
S075,A,0.21460494455671303
S064,A,0.21319319159692734
S157,A,0.21187639271795147
S318,A,0.19928438569756163
S300,A,0.1734994241957661
S237,A,0.15887974291484486
S071,A,0.14077458079143018
S163,A,0.1402181462146703
S381,A,0.13569474983242666
S159,A,0.13466688096370386
S227,A,0.1297497087000542
S002,A,0.12183607270310966
S035,A,0.11875074932251165
S293,A,0.1186496245375227
S226,A,0.11689066216470974
S065,A,0.11054735104244788
S127,A,0.1070428832630301
S265,A,0.10677587858300862
S030,A,0.1048544119828423
S254,A,0.10435839899180513
S217,A,0.09953334282937583
S336,A,0.0938930446373413
S167,A,0.0923085498062546
S121,A,0.08919609828028399
S178,A,0.08732701807160562
S017,A,0.08704929120913202
S042,A,0.08449461403463807
S209,A,0.0841249049666143
S046,A,0.08269529613574944
S394,A,0.07967712889432169
S104,A,0.07956963033364994
S089,A,0.0786940593645643
S170,A,0.07799126517719464
S269,A,0.07699316051788943
S128,A,0.0753045415231591
S102,A,0.06331929945819821
S022,A,0.06015642757689417
S204,A,0.05982520600842302
S304,A,0.05927296247354791
S312,A,0.04714816513585421
S062,A,0.04395335394427725
S027,A,0.04340308106401605
S242,A,0.0433197630456632
S187,A,0.0428759167782974
S091,A,0.04249416813876622
S106,A,0.04104128554607299
S274,A,0.040948330212513324
S021,A,0.039493497905871845
S184,A,0.0390413718386317
S053,A,0.0377559088776418
S116,A,0.03631962117557203
S363,A,0.03602462255821202
S165,A,0.03565594021047094
S132,A,0.035130404459364356
S185,A,0.03415786099794574
S299,A,0.033838034240738286
S295,A,0.033745449898144445
S087,A,0.033470332141864026
S145,A,0.0322751710461518
S211,A,0.03214845459808264
S243,A,0.03134524719306446
S370,A,0.03087083162239907
S122,A,0.030816869984374884
S096,A,0.03081165154763892
S082,A,0.030283481034186693
S148,A,0.02960705654792943
S052,A,0.029450261705391955
S278,A,0.028769316142886116
S341,A,0.028753012605901847
S130,A,0.028392750049146452
S296,A,0.027923941898536232
S097,A,0.02743373043478715
S354,A,0.026992182402879917
S198,A,0.026082095246161525
S099,A,0.026015122566093847
S203,A,0.024313870457339494
S205,A,0.02415996062706591
S016,A,0.024049164336821444
S302,A,0.023923213798162556
S101,A,0.022768733571656166
S093,A,0.020631585637829956
S144,A,0.020568092266605248
S109,A,0.02050446621936909
S196,A,0.020102725414865748
S049,A,0.019740057967398004
S350,A,0.018599147768624674
S289,A,0.017832964263559188
S155,A,0.01755695966794351
S250,A,0.017530561525669043
S181,A,0.017365665557856076
S195,A,0.017248228027587388
S043,A,0.017026126853320223
S323,A,0.016830622728074153
S255,A,0.01647746890926797
S309,A,0.01639087338431568
S285,A,0.01580410942300134
S396,A,0.015624934688100273
S372,A,0.015431610453308351
S038,A,0.015350379242355694
S083,A,0.014894693436585435
S219,A,0.014892562268180337
S317,A,0.014661835086232413
S373,A,0.014559465286021266
S015,A,0.01433866782160468
S251,A,0.01416822625190807
S158,A,0.01364975187884806
S337,A,0.013286584723110466
S288,A,0.01315808306494781
S014,A,0.012789611747465056
S119,A,0.012682075371816155
S072,A,0.012429717332666948
S056,A,0.012003820640910757
S012,A,0.0119144166644565
S281,A,0.011784306106307445
S026,A,0.011483467158707844
S051,A,0.010878083572916782
S283,A,0.00950709453909842
S156,A,0.009430779972067508
